[Metadata]
Opcode,VQCOP-B004
Test name,Dark current measurement
Device ID,R3C0Q1
Test Start Date,2025-03-13-16-35-40
Test End Date,-
Remarks,"tested with keithley SMU lowest possible reading > 700 nano Amps,"

[Unit]
Voltage,V
Current,uA
Temperature,C
Columns,"Bias voltage, Dark current-r[um], Temp"

[Settings]
Temp,25
Step size,0.2

[Measurement data]
Voltage step:,Dark current-r10.0,Dark current-r20.0,Dark current-r30.0,Dark current-r40.0,Dark current-r50.0,Dark current-r80.0,Dark current-r100.0,Dark current-r150.0,Dark current-r200.0,Dark current-r250.0
-0.0,0.9133364,-0.49592929999999996,1.744018,2.0207949999999997,-0.8493662,-1.7168349999999999,-1.001754,-0.31420499999999996,0.9133946000000001,-2.364744
-0.2,-1.4534449999999999,0.387663,-0.7876078999999999,0.08882489,-0.66543,0.5101319,-1.763692,1.1855149999999999,-0.6828923,-1.9348230000000002
-0.4,-0.7739873,2.649147,-1.587963,1.593726,-1.4969260000000002,-0.051630199999999994,1.195644,-0.7270719,-0.4303292,0.057742
-0.6,-0.6007613,-0.6625778,-0.1811422,1.253502,-0.7320195,0.9813812000000001,-0.255066,-1.386914,-1.39547,-0.29709189999999996
-0.8,0.5262555,-0.09528594,-0.09016367,-0.6767805,0.008614733999999999,-1.876149,-0.4757312,0.05291076,-1.430104,-1.7527490000000001
-1.0,1.017528,-0.7441266999999999,0.1533772,1.9338910000000002,-0.37392600000000004,-2.1482699999999997,1.80857,-3.827503,-2.327375,-3.302586
-1.2,0.5113543,1.611654,0.3312598,1.323351,0.12438980000000001,-0.09237556,-0.09383074999999999,-2.510205,-2.8452490000000004,-1.263805
-1.4,-1.4679389999999999,-1.4679389999999999,-0.9141513,1.767592,1.314038,-1.824286,-1.598208,-3.255904,-3.8801810000000003,-1.089997
-1.6,-1.505716,0.4824833,1.054432,-0.8192146,0.42194729999999997,-0.4604226,0.6119953,-2.420391,-4.658126,-3.750029
-1.8,1.346343,-0.8026835999999999,0.3463938,-0.35861740000000003,-0.3062887,0.2793968,-2.083485,-5.2987020000000005,-1.513283,-2.725108
-2.0,-0.01164153,-1.8517599999999999,2.9108490000000002,-1.452863,0.3033783,-2.052751,-1.861074,-5.928101,-3.509049,-4.085945
-2.2,1.721317,1.0664230000000001,-2.464745,-0.08102506000000001,-0.7603084999999999,1.291337,-0.9774229999999999,-7.102266,-2.81533,-3.569527
-2.4,1.619919,0.6283517,-0.2223533,-0.8743955,-0.8430798,-1.866138,-3.474241,-6.927934,-6.325543,-3.913592
