[Metadata],,,,,,,,,,
Opcode,VQCOP-B004,,,,,,,,,
Test name,Dark current measurement,,,,,,,,,
Device ID,R1C1Q0,,,,,,,,,
Test start date,2025-02-16-17-13-28,,,,,,,,,
Test end date,-,,,,,,,,,
,,,,,,,,,,
Remarks,tested with keithley SMU lowest possible reading > 700 nano Amps,,,,,,,,,
,,,,,,,,,,
[Unit],,,,,,,,,,
Voltage,V,,,,,,,,,
Current,uA,,,,,,,,,
Temperature,C,,,,,,,,,
,,,,,,,,,,
[Settings],,,,,,,,,,
Temp,25,,,,,,,,,
Step size,0.1,,,,,,,,,
,,,,,,,,,,
[Measurement data],,,,,,,,,,
Voltage step:,Dark current-r10.0,Dark current-r20.0,Dark current-r30.0,Dark current-r40.0,Dark current-r50.0,Dark current-r80.0,Dark current-r100.0,Dark current-r150.0,Dark current-r200.0,Dark current-r250.0
0,-0.1210137,-1.730805,0.2816087,0.3968016,-0.04051253,-1.325563,-0.1355656,-0.8652569,-2.524292,-0.04417961
-0.1,-0.0949949,-0.2025045,1.816603,-1.494598,0.3211899,-0.7331255,0.6242772,-1.993612,-1.406064,-2.629473
-0.2,0.718981,-0.8284114,-1.961191,-0.1480221,-1.910958,-0.176602,-0.003667083,-0.9236392,-3.874477,-2.756249
-0.3,-0.7221242,-1.620676,1.729815,-0.4769536,-1.467939,-0.7449999,-1.539534,-0.001338776,-2.305314,-2.899615
-0.4,-0.1333538,-0.5456386,0.4252652,-1.716835,-1.452165,-0.6651389,1.345528,-1.896871,-4.788861,-3.962661
-0.5,-1.293491,-0.2488378,1.032895,-0.4761969,-2.261717,-0.647502,-2.219167,-2.163055,-4.246132,-1.551234
-0.6,0.5448237,-0.7717754,-1.366599,-0.3174646,-1.485809,0.5731708,0.1402223,-0.9534415,-6.147544,-2.233312
-0.7,1.439126,0.1314911,-0.3672903,-0.472588,-4.692934,-0.7731142,-1.216482,-3.034365,-6.230548,-2.057583
-0.8,1.848908,1.021661,-0.2043671,0.9370851,-3.049325,-0.297674,-0.02619345,-2.722838,-8.381321,-2.887857
-0.9,-1.366599,-1.109205,-0.6363844,2.090936,-3.63274,1.552282,-1.467939,-1.076667,-5.917973,-2.112531
-1,-1.942622,1.797802,-1.370732,0.7500639,-5.405454,0.492204,1.37568,-2.78221,-8.174451,-1.654669
-1.1,-0.7875497,0.3282912,0.2677552,-0.2043089,-6.125832,-0.08335337,1.485925,-4.470989,-8.725212,-1.800829
-1.2,0.3415626,-0.1298613,1.306995,-1.715263,-4.392292,-2.671673,0.02892921,-2.69257,-10.08145,-2.596702
-1.3,-0.3688619,-1.59879,0.06653136,-0.4029716,-5.688751,1.056585,1.647451,-3.645197,-11.03745,-2.306537
-1.4,1.752516,-0.2139132,0.6412156,-1.385808,-7.231836,-1.074106,-1.328415,-4.422676,-13.27239,-2.561836
-1.5,1.19023,0.2841116,0.9600772,-0.5749171,-8.031551,-1.127715,-1.933426,-3.26999,-13.43107,-2.989429
-1.6,-0.7389463,-0.322063,0.1934241,-1.256296,-7.625902,-2.058747,0.9929645,-6.386079,-14.58946,-5.136011
-1.7,0.4185713,1.601002,-2.192624,1.427601,-6.499176,-0.7422059,-0.7025083,-5.333684,-16.87225,-4.736648
-1.8,0.6131595,-0.8763163,-0.8743955,-1.403154,-11.21464,-1.708919,-1.384993,-5.096546,-15.30215,-5.708134
-1.9,0.2329471,-2.499379,-0.8033821,-0.2227607,-9.396346,-0.6248592,0.9416835,-6.288465,-16.58726,-5.609298
-2,-0.6212504,-0.6320188,-1.622539,-0.02211891,-11.23705,-2.095941,0.001105946,-1.091568,-19.9299,-5.380076
