[Metadata],,,,,,,,,,
Opcode,VQCOP-B004,,,,,,,,,
Test name,Dark current measurement,,,,,,,,,
Device ID,R1C4Q0,,,,,,,,,
Test start date,2025-02-16-16-42-43,,,,,,,,,
Test end date,-,,,,,,,,,
,,,,,,,,,,
Remarks,tested with keithley SMU lowest possible reading > 700 nano Amps,,,,,,,,,
,,,,,,,,,,
[Unit],,,,,,,,,,
Voltage,V,,,,,,,,,
Current,uA,,,,,,,,,
Temperature,C,,,,,,,,,
,,,,,,,,,,
[Settings],,,,,,,,,,
Temp,25,,,,,,,,,
Step size,0.1,,,,,,,,,
,,,,,,,,,,
[Measurement data],,,,,,,,,,
Voltage step:,Dark current-r10.0,Dark current-r20.0,Dark current-r30.0,Dark current-r40.0,Dark current-r50.0,Dark current-r80.0,Dark current-r100.0,Dark current-r150.0,Dark current-r200.0,Dark current-r250.0
0,1.423643,-0.1922017,0.1147273,-2.094603,0.7570488,1.43674,-1.228822,-1.89885,1.034117,-1.348846
-0.1,-0.2495362,1.817767,0.3788155,0.7788767,-0.5710754,-0.1676963,-3.579946,-1.567474,-1.770328,1.358276
-0.2,-2.318353,0.3653113,1.717475,-2.032088,0.3721798,-2.301938,-4.654983,-0.7242779,0.4522735,0.130909
-0.3,2.448389,1.09087,-0.3822497,-0.9794603,0.2330053,1.28377,-7.417577,-1.089997,-0.7411581,-1.14768
-0.4,-0.06554183,-0.02555316,1.188717,-0.6019836,-1.699489,0.3126333,-9.567593,1.140172,-1.04768,-0.8118222
-0.5,1.60042,-1.759501,-0.9945361,-0.3657769,-0.9058276,1.331326,-11.63094,0.2845773,1.098029,0.1743319
-0.6,-1.027656,-1.370732,-1.069973,-1.59,-2.019922,-2.104905,-12.05731,0.5497131,0.9050709,-0.1525041
-0.7,0.4371395,0.03195601,1.452048,-0.8264324,-3.993162,-0.9819632,-13.16087,-1.014268,1.033419,-0.507338
-0.8,-1.752749,-1.942622,1.794833,-1.04768,-4.548463,0.5208421,-16.02434,-1.001405,0.413158,-2.222252
-0.9,-0.8275383,-1.198554,-2.433138,-2.689485,-3.424007,-1.253095,-17.33756,-0.7744529,0.8533243,-1.962762
-1,-0.3733439,0.6681657,1.701992,-0.7102499,-6.23049,0.2745073,-17.79688,-1.808105,-1.403736,-1.953915
-1.1,1.755718,1.08761,1.678825,-0.8016941,-4.977221,-0.3501773,-17.38203,-1.423527,-2.868706,-3.376743
-1.2,-1.79396,-0.2598972,0.4812609,-1.995533,-6.247486,-0.322063,-20.48869,-1.750072,-1.042674,-3.938796
-1.3,-0.4882459,-1.763692,-1.518929,-0.4917383,-8.828298,-0.2066954,-20.70219,-2.97802,-0.8206698,-1.550361
-1.4,-0.195927,1.690933,2.561952,-0.8864445,-10.96289,0.3860914,-23.90402,-3.160152,-1.978187,-0.4295143
-1.5,0.9577489,1.154607,-1.895183,-0.5703769,-12.97868,0.1776498,-23.9677,-2.25415,-2.971909,-2.291519
-1.6,-0.3966852,2.050132,0.1427252,-2.958346,-15.15099,-1.214445,-26.52442,-1.510431,-1.223641,-3.483845
-1.7,-1.530978,-1.785462,2.503977,-1.127715,-16.00187,-0.1558219,-29.00598,-2.954039,-2.11806,-3.024994
-1.8,-1.354492,-1.250766,0.3211899,-2.883782,-17.82645,-1.81573,-30.91525,-2.214685,-0.8329516,-4.886824
-1.9,0.8302159,1.726905,0.9133946,-2.528017,-20.09497,-2.439832,-33.11245,-0.8054776,-2.16451,-3.87046
-2,-2.887857,0.8238712,-0.8054776,-1.408742,-22.91962,-0.6085029,-34.15739,-1.326145,-1.302047,-4.885602
