[Metadata],,,,,,,,,,
Opcode,VQCOP-B004,,,,,,,,,
Test name,Dark current measurement,,,,,,,,,
Device ID,R1C4Q1,,,,,,,,,
Test start date,2025-02-16-16-48-20,,,,,,,,,
Test end date,-,,,,,,,,,
,,,,,,,,,,
Remarks,tested with keithley SMU lowest possible reading > 700 nano Amps,,,,,,,,,
,,,,,,,,,,
[Unit],,,,,,,,,,
Voltage,V,,,,,,,,,
Current,uA,,,,,,,,,
Temperature,C,,,,,,,,,
,,,,,,,,,,
[Settings],,,,,,,,,,
Temp,25,,,,,,,,,
Step size,0.1,,,,,,,,,
,,,,,,,,,,
[Measurement data],,,,,,,,,,
Voltage step:,Dark current-r10.0,Dark current-r20.0,Dark current-r30.0,Dark current-r40.0,Dark current-r50.0,Dark current-r80.0,Dark current-r100.0,Dark current-r150.0,Dark current-r200.0,Dark current-r250.0
0,1.072127,1.253502,-0.926666,-0.5952897,-0.0151922,1.335167,0.5731708,-0.3062887,-2.715271,-2.594781
-0.1,0.7650233,-0.9263749,-1.712178,-1.533306,0.6448245,-0.004540198,-2.228306,0.8861534,-1.762121,-0.6061746
-0.2,-0.7025083,-0.6053015,-2.106652,2.128305,0.346452,1.609907,-1.410022,0.6063492,-2.594781,-1.351291
-0.3,0.9288196,0.4172907,-0.1071603,-1.361128,-1.895183,-1.35653,0.8490169,-0.4163594,0.4098983,-0.7675262
-0.4,-0.745873,0.02240995,-0.02805609,-0.1071603,-0.7278868,1.076085,-1.893146,-1.777138,1.026783,-0.5228794
-0.5,-0.9916257,1.797802,-1.436914,-0.7422059,-1.416833,0.4549511,-1.258624,-1.377193,0.8366187,-1.030508
-0.6,-0.8933712,-1.800538,0.9663054,1.31363,1.131441,0.3637979,-1.136039,-1.854496,0.04749745,-2.375047
-0.7,0.2591405,-0.9576324,1.933891,-1.042674,0.07339986,1.035805,-1.550943,-0.5186303,-1.375098,-2.403453
-0.8,2.057641,-0.1844601,-0.322063,-1.094362,0.2265442,-1.766603,-1.079054,-0.3757887,-1.921493,-2.478133
-0.9,0.8756178,1.051347,-0.6174669,-1.53773,0.4628673,0.7802737,-0.7380149,-1.851353,1.464679,-0.8870265
-1,-1.081324,1.726905,0.6739865,-0.5186303,-0.7736962,-1.377193,-1.891225,-1.030567,-2.663117,-1.305947
-1.1,0.3962778,1.640117,1.199136,-0.9958167,0.6229966,0.4549511,-2.930756,-2.507353,0.5731708,-3.247347
-1.2,0.9602518,1.380162,1.859968,-0.7628114,0.1442968,1.773878,-2.444838,0.5015754,-0.6404007,-4.117785
-1.3,1.185515,-0.02986053,-1.484121,0.4532048,1.950539,0.3809109,-0.7102499,0.5901675,-2.242799,-2.471497
-1.4,-1.822831,0.6789924,-1.003267,1.965556,-0.8064671,-1.912238,-3.603578,-0.02211891,0.5221809,-0.9387732
-1.5,-0.01001172,-0.1862645,-0.6463379,-0.7256749,1.470034,-0.2679881,-1.115142,-2.763234,-2.612884,-1.587963
-1.6,0.5731708,0.3987225,-1.634471,-0.6572809,-0.8441857,0.1104781,-0.7119961,0.7054769,-1.146691,-3.087916
-1.7,-0.6242772,0.4718313,-1.626147,0.732427,1.187145,-0.4549511,-1.67056,-0.8743955,-1.642387,-2.46719
-1.8,1.555949,-2.053333,1.480337,0.8059433,0.8105417,-0.07619383,-3.988389,0.8238712,-1.071021,-2.424116
-1.9,1.304667,1.593726,-0.4065805,-0.5414477,-0.1071603,-0.2281158,-3.442634,-2.212531,-2.677436,-2.471497
-2,0.2465677,-0.6862101,-1.495704,-0.3501191,-1.441687,1.145294,-5.020993,-1.30781,-2.709625,-2.984249
