[Metadata]
Opcode,VQCOP-B004
Test name,Dark current measurement
Device ID,R2C2Q5
Test Start Date,2025-02-27-16-31-38
Test End Date,-
Remarks,"tested with keithley SMU lowest possible reading > 700 nano Amps,"

[Unit]
Voltage,V
Current,uA
Temperature,C
Columns,"Bias voltage, Dark current-r[um], Temp"

[Settings]
Temp,25
Step size,0.2

[Measurement data]
Voltage step:,Dark current-r10.0,Dark current-r20.0,Dark current-r30.0,Dark current-r40.0,Dark current-r50.0,Dark current-r80.0,Dark current-r100.0,Dark current-r150.0,Dark current-r200.0,Dark current-r250.0
-0.0,1.702283,-0.6839982,1.083477,-0.0025029289999999997,-0.02031447,-0.9112409,1.801644,-3.0142260000000003,-3.108813,1.1670049999999998
-0.2,-1.4826659999999998,0.9061186999999999,2.330809,-1.018867,1.2360980000000001,-1.42667,0.9902287,-17.17312,-1.560664,0.5415641
-0.4,-0.5890615,-1.433073,-2.426619,-0.04301546,2.061483,-2.2478049999999996,-0.4403992,-30.23061,-1.2574020000000001,1.373643
-0.6,-1.9890139999999998,-2.423651,1.6972770000000001,1.75141,1.9876170000000002,-2.1814489999999997,-1.4411630000000002,-45.041959999999996,-0.5369075,-0.8750358
-0.8,0.9133946000000001,1.311884,-1.362117,0.8485513,-1.890759,-0.7573399000000001,1.53837,-58.01435,-1.666369,-0.9639770999999999
-1.0,-0.07619383,-1.044304,-2.313755,-0.872591,0.3841706,0.5512848,1.6617709999999999,-67.1848,-2.877321,-2.075336
-1.2,1.093547,0.9133946000000001,0.33219109999999996,-0.7422059,1.150067,-0.8708448,-0.4869653,-81.81841,-3.601017,-3.1184749999999997
-1.4,0.5037873,0.2614106,-2.654619,-0.4352187,-1.4679389999999999,-2.1709709999999998,-2.380577,-94.98316999999999,-2.369401,-0.7102499
-1.6,-0.06181654,0.5731708,-0.5782349,-0.06554183,0.09295763,0.003143214,-3.282272,-106.5173,-7.010472,-6.013433
-1.8,1.114444,0.5323673000000001,-2.006534,-0.9819632,2.246525,-1.678185,-0.916305,-123.2884,-4.59142,-4.467728999999999
-2.0,2.148736,-1.199427,-0.8763163,-1.287379,0.4370813,-0.2254383,-1.638022,-140.4775,-8.372997,-6.712973
-2.2,-0.4473841,-0.580505,-1.4245160000000001,0.2940651,-1.886568,-3.525987,-4.626811,-157.0807,-10.81405,-7.183058
-2.4,-1.763692,0.6997725,-2.8002540000000002,0.8697389,1.549372,-3.74642,-3.714464,-177.3768,-12.26313,-7.146911
-2.6,-0.2110028,0.9593786999999999,-3.1613160000000002,-0.5092006,-2.407469,-5.524955,-8.52911,-198.2734,-15.00559,-9.261187999999999
-2.8,0.2270681,-0.06554183,-6.506394,-2.182263,-0.3855093,-7.158320000000001,-6.267335,-224.0017,-17.79688,-79.19618
-3.0,-1.5495459999999999,-2.102926,-5.755865,-2.295012,-1.157285,-4.554575000000001,-11.05363,-251.28249999999997,-20.53415,-16.232020000000002
-3.2,0.5051260999999999,-3.0667869999999997,-7.4465639999999995,-3.212539,-3.308,-5.183858,-12.31383,-282.0796,-29.022979999999997,-148.6308
-3.4,-0.1901644,-2.6996130000000003,-6.083457,-4.869769,-3.764173,-8.044881,-15.991800000000001,-312.7,-36.38843,-165.5246
-3.6,-0.2893503,-2.7546779999999997,-11.31406,-4.71063,-4.09421,-11.43047,-18.47721,-348.4006,-41.68224,-181.4461
-3.8,-0.236847,-3.674533,-12.901029999999999,-7.387134,-5.109992,-15.431779999999998,-21.69353,-388.411,-53.472440000000006,-199.58939999999998
-4.0,-0.234053,-4.555797,-13.88841,-8.455885,-6.627408,-16.79896,-28.19934,-435.6461,-66.42792,-29.23945
-4.2,1.225795,-5.020993,-18.57441,-9.512296,-10.47476,-21.5589,-31.25716,-484.2291,-79.86373,-205.7575
-4.4,-0.1892913,-9.285228,-23.029220000000002,-9.502168,-11.010620000000001,-24.18912,-35.64358,,-97.62141,-237.4272
-4.6,-0.1795706,-12.60702,-23.54424,-12.17483,-15.28795,-28.09963,-45.45299,,-116.1294,-263.47270000000003
-4.8,-1.501117,-12.01365,-31.922679999999996,-15.27194,-16.45449,-35.808859999999996,-55.360459999999996,,-142.1823,
-5.0,0.5731708,-14.634049999999998,-34.527770000000004,-23.150989999999997,-20.29154,-42.64663,-65.47722,,-170.1642,
-5.2,-1.715263,-21.5465,-40.59757,-25.94746,-26.322319999999998,-52.576769999999996,-76.00637,,-202.7131,
-5.4,1.977314,-25.84787,-48.019690000000004,-31.84858,-32.15269,-61.56741,-91.75166,,-242.7729,
-5.6,0.3271271,-31.45286,-57.62948,-36.98966,-35.8267,-71.33558,-106.8596,,-286.4834,
-5.8,1.977314,-34.994299999999996,-66.86267000000001,-42.12011,-44.584740000000004,-87.48626,-121.3988,,-335.757,
-6.0,2.049725,-42.27317,-77.17358,-52.783,-50.45469,-99.47776999999999,-141.3664,,-386.6449,
-6.2,1.903682,-48.81286,-89.0193,-58.89684,-59.198730000000005,-110.00330000000001,-157.18789999999998,,-441.01939999999996,
-6.4,-0.6174669,-52.70194,-97.43881,-67.68506000000001,-67.38992,-125.84630000000001,-179.27669999999998,,-495.96510000000006,
-6.6,-0.1904555,-61.79808,-105.6656,-75.73047,-73.07326,-138.6275,-196.73450000000003,,,
-6.8,-1.543493,-64.81051000000001,-113.8403,-79.93742,-80.5548,-152.8901,-214.63760000000002,,,
-7.0,-0.5059992,-70.06989,-122.07909999999998,-83.38722,-84.07052,-163.61690000000002,-226.3665,,,
-7.2,-0.036263369999999996,-73.02032,-125.6033,-87.82267,-88.06406000000001,-170.2,-238.5395,,,
-7.4,0.2046581,-76.39799,-135.9721,-90.49734,-93.46774,-177.6841,-251.648,,,
-7.6,-1.419277,-81.01903999999999,-138.5479,-95.67765,-96.08301,-190.2971,-266.94030000000004,,,
-7.8,-1.186854,-80.82076,-148.7305,-98.12068,-98.99912,-196.1319,-276.4059,,,
-8.0,1.633307,-86.49734000000001,-153.03269999999998,-102.4769,-101.99799999999999,-206.606,-290.1664,,,
