[Metadata],,,,,,,,,,
Opcode,VQCOP-B004,,,,,,,,,
Test name,Dark current measurement,,,,,,,,,
Device ID,R1C1Q2,,,,,,,,,
Test start date,2025-02-16-17-02-07,,,,,,,,,
Test end date,-,,,,,,,,,
,,,,,,,,,,
Remarks,tested with keithley SMU lowest possible reading > 700 nano Amps,,,,,,,,,
,,,,,,,,,,
[Unit],,,,,,,,,,
Voltage,V,,,,,,,,,
Current,uA,,,,,,,,,
Temperature,C,,,,,,,,,
,,,,,,,,,,
[Settings],,,,,,,,,,
Temp,25,,,,,,,,,
Step size,0.1,,,,,,,,,
,,,,,,,,,,
[Measurement data],,,,,,,,,,
Voltage step:,Dark current-r10.0,Dark current-r20.0,Dark current-r30.0,Dark current-r40.0,Dark current-r50.0,Dark current-r80.0,Dark current-r100.0,Dark current-r150.0,Dark current-r200.0,Dark current-r250.0
0,0.5543116,0.6505288,1.933891,0.156695,-1.48156,-1.784356,-1.467939,0.9259675,-0.4556496,-2.132147
-0.1,1.026725,-0.5213078,-1.889071,0.24779,1.068052,-1.117412,0.5537295,-1.091568,0.3301539,-2.434768
-0.2,-1.611828,-2.085057,-0.4473841,0.001105946,1.736975,1.584529,-0.8782954,-1.845881,0.4924368,0.150234
-0.3,1.154316,-0.8319621,-2.706598,1.676497,-1.503737,-1.940411,0.8921488,1.013395,-0.6282935,-3.359688
-0.4,0.5257316,2.954504,-4.672853,0.3597233,-0.597036,-0.2991292,0.1066364,-1.027656,0.5152542,-2.934947
-0.5,-0.6078044,1.253502,-1.390581,-1.56241,2.338493,-1.416833,0.8246279,-1.313223,-0.7996568,-1.434761
-0.6,0.1099543,1.035805,-5.181588,-0.3688619,0.3690948,-1.388835,-1.526205,-1.119857,0.5176989,-0.6551854
-0.7,-1.192908,-0.3243331,-3.40445,-1.297798,0.8515199,1.236564,-0.8385978,-0.4095491,-0.8757925,-2.673129
-0.8,-1.420442,2.474699,-7.307797,-2.961024,0.7278286,0.8623465,-0.2066954,-1.778477,-1.104083,-1.335633
-0.9,-0.2331799,0.1763692,-9.22411,1.786801,0.5731708,-0.8933712,-0.7713679,-2.726563,-2.267305,-3.657886
-1,-0.3881869,0.2774177,-10.42616,-0.1225853,0.9813812,1.191744,-2.519402,-1.522363,-0.4473841,-4.050555
-1.1,-1.817301,0.6814371,-10.26934,-1.241162,2.531335,0.8838251,-1.374457,-3.30992,-0.4997128,-1.677196
-1.2,1.759443,-0.8867355,-11.64456,-1.269393,0.9209616,1.222652,0.6814371,0.08719508,0.2394663,-5.083624
-1.3,0.03119931,-1.35717,-14.13329,2.350484,-0.4325993,0.1844019,-1.736858,0.1139706,0.2263114,-3.751018
-1.4,-0.2139132,-1.845881,-12.52396,0.387663,-0.03771856,1.282489,-0.9534415,0.5165348,-0.8652569,-5.053706
-1.5,-0.4473841,0.3809109,-14.92223,-0.3391178,0.408967,0.6835326,-0.7497147,-1.452456,-1.533306,-6.003771
-1.6,0.7954077,-2.397166,-17.12982,0.5465117,-0.01001172,-1.305947,-2.542161,0.1819571,-0.6408081,-4.729722
-1.7,-0.2139132,-0.7876079,-18.67989,-0.1463923,1.841167,1.059147,-2.78221,-0.6625778,0.1704902,-3.831345
-1.8,0.8838251,0.4105386,-18.49083,0.5731708,0.1800363,-1.435576,-3.554451,-3.467838,-1.730805,-7.062103
-1.9,0.1590233,-2.53442,-18.9686,-0.7875497,0.9734067,1.389708,-3.840949,-0.8309726,-0.6233458,-7.408729
-2,-0.7320195,-1.467939,-23.3929,-1.186854,0.394939,-0.7377239,-1.014327,-2.129877,-1.056818,-5.039852
