[Metadata]
Opcode,VQCOP-B004
Test name,Dark current measurement
Device ID,R2C1Q1
Test Start Date,2025-02-27-10-16-26
Test End Date,-
Remarks,"tested with keithley SMU lowest possible reading > 700 nano Amps,"

[Unit]
Voltage,V
Current,uA
Temperature,C
Columns,"Bias voltage, Dark current-r[um], Temp"

[Settings]
Temp,25
Step size,0.2

[Measurement data]
Voltage step:,Dark current-r10.0,Dark current-r20.0,Dark current-r30.0,Dark current-r40.0,Dark current-r50.0,Dark current-r80.0,Dark current-r100.0,Dark current-r150.0,Dark current-r200.0,Dark current-r250.0
-0.0,1.7948330000000001,0.8906936,0.6651971,0.3625755,0.6548362,1.637382,-1.724984,2.996996,-1.433073,0.6080371999999999
-0.2,0.7228808999999999,-1.642911,-1.438311,0.40768649999999995,1.3582180000000001,-0.8652569,-1.067703,-0.5401089,-0.8652569,0.2182787
-0.4,0.6009941000000001,-0.3188616,2.42237,1.7298149999999999,-1.840468,0.5901675000000001,-0.06280607,-2.4884939999999998,-1.067703,-2.123939
-0.6,-0.18003629999999998,0.3849855,-0.6363844,0.4482572,0.4760805,-0.27724309999999996,0.7896451000000001,0.35832640000000004,-0.2309098,-5.287293
-0.8,-1.187669,0.1649023,-1.699838,1.644366,1.4014659999999999,-2.0273730000000003,-0.9009382,-1.19902,-0.7696799,-6.252434
-1.0,1.239881,1.712877,2.3081080000000003,-1.815381,-0.33399559999999995,0.20209700000000003,-1.136912,-2.265559,-1.484121,-9.810609999999999
-1.2,2.41521,-0.220607,-0.2841116,0.5897600000000001,-1.065258,1.8148570000000002,-0.9206706,-0.7256749,-1.790235,-14.122869999999999
-1.4,1.114444,-1.184351,0.4711328,0.3146706,0.7149065,0.4522735,-2.4684700000000004,-0.7227644999999999,-2.1648590000000003,-16.616249999999997
-1.6,1.132605,-1.423527,0.4204339,0.6985501000000001,0.5077454,0.1135631,-2.061424,-2.516841,-3.168883,-19.157600000000002
-1.8,-0.8480274000000001,-0.5401089,1.052511,0.7951166,0.9036157,-0.9851065,-0.4473841,-1.293491,-3.532565,-22.609189999999998
-2.0,1.147739,-1.328764,-0.6685150000000001,0.1785811,-0.4342874,-1.591572,-0.6457558,-0.9508221,-2.4684700000000004,-24.86521
-2.2,-0.8675269999999999,0.1358567,1.601642,1.884124,-0.23213219999999998,-0.7565832,-0.05611219,-0.8040806,-3.266032,-30.42736
-2.4,0.3809109,-1.001754,-0.2876623,-0.6404007,-1.879002,-0.8466886,-3.652298,-0.9501819,-4.590663999999999,-36.942539999999994
-2.6,-0.9801588,-1.287379,0.055530109999999994,-0.10721850000000001,-1.561304,-0.8771312,-3.19985,-2.239016,-2.750894,-41.38306
-2.8,0.06600748999999999,-0.0607688,0.2977904,0.2981396,0.3653113,-3.282272,-0.6579794,-2.122601,-1.988199,-52.28751
-3.0,2.297864,-3.282272,-1.559849,-0.8441857,1.319917,-2.890476,-0.1704902,-3.8907160000000003,-3.286637,-60.796330000000005
-3.2,-1.316774,-0.8153147000000001,1.272478,-0.2511078,0.5278271,-2.27493,-3.4951950000000003,-1.541455,-4.797417,-72.51572
-3.4,1.715671,-1.0667140000000002,-1.719338,-1.8308060000000002,-2.674002,-2.748624,-2.673129,-2.843793,-7.657974000000001,-82.67117999999999
-3.6,-1.232431,0.4161266,1.336506,-0.8704956,-1.1418599999999999,-2.3704490000000003,-4.175002999999999,-6.732764,-9.151176000000001,-97.43607
-3.8,2.381043,-4.132744,-2.427434,-2.3884350000000003,-3.96726,-4.290254,-5.7618599999999995,-4.931586,-9.438023,-116.54509999999999
-4.0,-0.7397612,-1.0967490000000002,-2.442044,-1.8976860000000002,-4.722678999999999,-6.516348,-7.508264,-6.313494,-12.64364,-131.6154
-4.2,2.7534549999999998,-2.406829,-1.254084,-4.515459,-4.050263999999999,-8.486502,-9.2673,-9.122072000000001,-14.60756,-153.8873
-4.4,0.4482572,-3.398338,-0.9650248,-4.942762,-3.4954859999999996,-7.384224000000001,-8.241448,-10.545069999999999,-17.025740000000003,-180.2695
-4.6,1.491746,-3.7358260000000003,-0.8539064000000001,-4.246132,-4.491885,-9.713403000000001,-10.87732,-15.233640000000001,-20.71273,-213.3091
-4.8,0.3629248,-5.875597999999999,-2.4259790000000003,-5.572045,-6.0944590000000005,-13.32076,-13.15516,-17.22231,-24.41375,-218.4092
-5.0,-1.483015,-5.869078,-3.464636,-8.219329,-6.762973,-15.3947,-17.201529999999998,-19.59188,-30.723869999999998,-288.7294
-5.2,-0.6174669,-8.184405,-5.6200079999999994,-8.747913,-7.842726,-17.20805,-19.86965,-24.0748,-38.80827,-339.7455
-5.4,0.4940666,-11.89456,-8.798903,-8.221832000000001,-12.092179999999999,-18.104680000000002,-24.21171,-31.57876,-45.31187,-395.1042
-5.6,-0.613858,-11.23507,-10.482850000000001,-13.7146,-14.081019999999999,-23.54599,-28.88852,-36.55808,-56.210559999999994,-460.1015
-5.8,0.4507019,-10.93943,-9.521027,-13.71466,-15.199010000000001,-29.25843,-34.199709999999996,-43.17463,-63.42062,-504.2623
-6.0,2.08331,-16.60618,-11.96767,-17.10095,-17.16503,-34.01752,-40.436189999999996,-52.65503,-74.3228,
-6.2,-0.2318993,-20.45644,-15.11461,-20.23921,-20.129550000000002,-38.817440000000005,-45.99823,-59.12507,-89.35246,
-6.4,-1.743319,-20.591890000000003,-18.26236,-25.06928,-25.54356,-45.27022,-54.34456,-70.92583,-100.055,
-6.6,0.6532064,-25.66975,-18.47727,-28.348989999999997,-29.717509999999997,-50.49244,-61.48644,-75.94371,-112.27770000000001,
-6.8,1.0423829999999998,-25.20188,-19.37768,-30.0738,-34.20672,-56.89895,-67.59702,-86.52947,-124.3824,
-7.0,0.1062872,-31.72073,-21.11192,-31.89029,-32.89161,-60.674119999999995,-73.06895,-93.35583,-136.24779999999998,
-7.2,-1.2472159999999999,-33.71155,-22.118100000000002,-35.41843,-38.3466,-65.98973000000001,-78.32094,-100.2125,-146.0032,
