[Metadata]
Opcode,VQCOP-B004
Test name,Dark current measurement
Device ID,R3C0Q4
Test Start Date,2025-03-13-10-04-15
Test End Date,-
Remarks,"tested with keithley SMU lowest possible reading > 700 nano Amps,SCRATCH MARKS"

[Unit]
Voltage,V
Current,uA
Temperature,C
Columns,"Bias voltage, Dark current-r[um], Temp"

[Settings]
Temp,25
Step size,0.2

[Measurement data]
Voltage step:,Dark current-r10.0,Dark current-r20.0,Dark current-r30.0,Dark current-r40.0,Dark current-r50.0,Dark current-r80.0,Dark current-r100.0,Dark current-r150.0,Dark current-r200.0,Dark current-r250.0
-0.0,0.6385962,1.079461,1.8118299999999998,-0.02805609,-0.6547198,-1.7168349999999999,-0.42113239999999996,-1.436041,-1.42667,-2.4884939999999998
-0.2,0.7692142000000001,-1.454318,-1.847686,0.4494796,0.6021582999999999,2.41521,2.0540320000000003,0.5910988,-0.3578607,-2.44769
-0.4,-0.9209034,0.3740424,2.598856,1.820503,-0.6587943,0.7999478999999999,-2.133194,-1.6070550000000001,-1.97452,-0.8419738
-0.6,-1.910143,0.7613561999999999,-1.648441,1.281907,1.3203239999999998,-1.5782429999999998,-1.4679389999999999,0.5245674,1.700653,-1.361128
-0.8,-1.3544919999999998,0.4522735,-1.171371,1.204957,1.557928,-0.8743955,0.440923,0.7472117,1.5389519999999999,-1.1001249999999998
-1.0,0.6268965,-0.1338776,-2.251763,-0.1650769,-0.7875496999999999,2.172077,-3.062538,0.4404574,0.244705,-2.925866
-1.2,0.8881325,-1.241162,-0.10721850000000001,2.5198099999999997,1.297973,-0.20209700000000003,-3.071735,-0.7876078999999999,0.03713649,-2.994144
-1.4,-1.964392,1.1902300000000001,-2.801942,-1.174107,-1.884415,-0.02211891,-2.439832,-0.5688053000000001,-0.5092006,-4.157075000000001
-1.6,0.5064649,-0.6807968000000001,-1.209322,-0.8911011,-0.8011119999999999,0.3114692,-1.19902,-0.5660695,0.0903965,-3.0761000000000003
-1.8,0.3330642,1.7907,-0.21606679999999998,0.4252652,-0.7401104000000001,0.9133946000000001,-2.925866,-0.8763163,-2.469576,-4.410103
-2.0,0.7461058,-0.5027396000000001,-1.4679389999999999,1.8772550000000001,0.5532056000000001,0.20209700000000003,-1.0724179999999999,-2.093904,-1.2127569999999999,-5.370064
-2.2,0.4235189,1.366949,-2.3183529999999997,-0.5660695,-0.7422059,0.3525056,-5.445501,-1.396984,-0.2598972,-6.275892
-2.4,-1.144654,1.187727,-0.1071603,-0.49371740000000003,0.9322539,-1.4679389999999999,-2.198096,-1.499604,-1.795008,-6.23049
-2.6,1.022243,-1.038949,-1.5768460000000002,0.7742783,-1.071021,-2.4884939999999998,-4.7942160000000005,-2.8830839999999998,-2.356188,-5.654816
-2.8,1.737324,0.6265473,-3.274006,-0.8005882,-2.134417,-1.278939,-6.744638,-1.869921,-3.100839,-9.148614
-3.0,0.7243360999999999,-0.2139132,-5.154638,0.1905137,0.06653136,-4.4580079999999995,-6.706803,-4.972448,-2.350949,-10.69217
-3.2,-0.6428453999999999,-0.1071603,-6.0320599999999995,-3.463705,-2.6802300000000003,-4.776986,-7.556401999999999,-3.325171,-3.2630049999999997,-12.245610000000001
-3.4,1.9971630000000002,0.6236368999999999,-4.359521,-0.14499530000000002,-0.7535564,-2.757006,-9.049196,-3.71132,-4.576577,-12.78683
-3.6,-1.24675,-0.8054776,-4.314352,-1.35717,-2.8287180000000003,-5.67385,-10.23174,-5.153299,-4.3255859999999995,-17.83803
-3.8,1.543027,-0.8774805,-6.154993999999999,-1.711829,-4.336180000000001,-6.896444,-13.11925,-8.831092,-7.0809619999999995,-23.131610000000002
-4.0,1.667766,-1.3828980000000002,-6.534217,-3.509049,-4.920876,-9.717419999999999,-17.373530000000002,0.369153,-8.140806999999999,-25.70212
-4.2,1.716777,-1.808105,-8.582254,-3.3702240000000003,-5.05877,-12.1445,-19.17384,-3.656955,-11.62372,-28.864250000000002
-4.4,0.7700874,0.5886541000000001,-11.608699999999999,-4.692294,-9.088078999999999,-15.01624,-23.822940000000003,0.632368,-14.60669,-37.59706
-4.6,0.5459297,-2.216373,-12.72804,-3.9840819999999995,-9.020092,-18.26556,-25.96132,-14.83667,-14.72596,-41.783899999999996
-4.8,0.24057230000000002,0.4940666,-11.248280000000001,-7.403083,-13.12495,-18.58466,-32.79457,-0.220607,-18.90864,-49.92945
-5.0,1.074513,0.15454130000000002,-16.14459,-7.681141,-16.54075,-25.3992,-39.63412,-7.556401999999999,-27.18932,-60.66021
-5.2,0.2778834,-0.9897631,-16.56107,-9.876327,-18.424879999999998,-27.95603,-46.343430000000005,-27.87745,-34.77442,-70.71462000000001
-5.4,0.3289315,0.5731708,-18.7133,-12.03059,-19.39858,-34.94523,-54.63895,-20.69242,-39.26852,-81.59626
-5.6,0.3180467,2.184592,-21.70895,-13.14766,-26.17703,-42.87341,-64.96920999999999,-27.91733,-46.35451,-99.66292
-5.8,1.0645600000000002,1.964916,-23.88499,-17.63023,-29.13637,-50.084869999999995,-76.54072000000001,-37.3575,-59.22254,-114.769
-6.0,2.5313350000000003,-0.440923,-25.795070000000003,-19.88542,-37.482240000000004,-62.34943,-90.55811,-47.16619,-71.51041,-135.66699999999997
-6.2,2.052228,0.01286389,-27.95202,-22.21053,-43.40202,-71.78166,-105.8014,-45.88263,-81.93086,-158.7499
-6.4,1.7538550000000002,0.6021582999999999,-33.09821,-26.13955,-47.03394,-82.81664,-120.6236,-60.86248,-98.83143000000001,-180.18550000000002
-6.6,0.7093185999999999,0.9206124,-38.2358,-31.268169999999998,-57.89555,-97.94143000000001,-139.475,-54.20338,-117.1523,-205.3218
-6.8,-1.9214930000000001,1.285225,-44.88212,-38.567060000000005,-67.40604,-110.82209999999999,-155.9406,-71.63777,-132.69660000000002,-228.7992
-7.0,0.4673493,-0.45355409999999996,-47.36541,-43.035399999999996,-72.25972,-126.17339999999999,-170.5956,-61.902649999999994,-151.2088,-256.7233
-7.2,0.4621106,0.5983748,-53.48015,-48.52025,-81.11389,-138.474,-191.0345,-80.69188,-171.01919999999998,-284.6456
-7.4,2.689892,-1.294189,-55.55747,-52.072810000000004,-90.98911,-153.78859999999997,-209.5378,-84.63653000000001,-190.6111,-315.0963
-7.6,0.9303913,0.7602502999999999,-63.35694000000001,-57.76863,-97.68372000000001,-169.36260000000001,-225.52349999999998,-109.6346,-201.49710000000002,-335.85679999999996
-7.8,1.096574,-0.04534377,-65.48469999999999,-60.527499999999996,-106.5778,-180.1788,-237.7026,-2.768182,-213.7318,-358.2794
-8.0,-1.3051899999999999,0.2601882,-73.18196,-64.92669000000001,-107.4925,-191.4503,-252.45550000000003,-0.4746253,-221.2462,-379.7277
-8.2,0.651693,-0.8252682,-76.87838,-66.11766999999999,-114.0693,-196.90460000000002,-263.9984,-2.2962339999999997,-233.1431,-402.8206
-8.4,0.7117633,0.1763692,-81.85094,-72.90690000000001,-120.28099999999999,-208.75439999999998,-280.97799999999995,-2.529938,-246.3892,-426.2403
-8.6,0.8647912,0.10995429999999999,-87.10596,-73.89541,-126.8547,-220.6835,-295.3627,-1.988199,-256.7726,-454.40749999999997
-8.8,-0.15576369999999998,-1.703971,-92.65100000000001,-78.36369,-132.75,-231.6997,-308.54819999999995,-2.846587,-271.6974,-484.9728
-9.0,0.1905137,-1.266308,-97.44774,-81.17344,-139.672,-242.68710000000002,-326.6302,-3.509049,-285.2678,-511.96209999999996
-9.2,-0.9387732,-1.8376739999999998,-104.0184,-85.12041,-144.0867,-257.7298,-347.59139999999996,-1.034932,-300.8596,
-9.4,-0.22276069999999998,-0.1616427,-110.5841,-93.59018,-153.43019999999999,-270.9086,-363.6976,-2.681511,-314.52029999999996,
-9.6,-0.8493662,-1.178414,-116.3915,-97.88215000000001,-159.5247,-287.4997,-383.4478,-5.59265,-334.3756,
-9.8,1.7638669999999999,1.4592660000000002,-122.29050000000001,-101.61590000000001,-166.90279999999998,-303.8055,-403.4339,-4.416215,-349.7538,
-10.0,-0.5848706,-7.724389,-129.317,-109.49730000000001,-177.0571,-317.9873,-426.0007,-0.05582115,-364.51399999999995,
