[Metadata],,,,,,,,,,
Opcode,VQCOP-B004,,,,,,,,,
Test name,Dark current measurement,,,,,,,,,
Device ID,R1C4Q2,,,,,,,,,
Test start date,2025-02-16-16-57-42,,,,,,,,,
Test end date,-,,,,,,,,,
,,,,,,,,,,
Remarks,tested with keithley SMU lowest possible reading > 700 nano Amps,,,,,,,,,
,,,,,,,,,,
[Unit],,,,,,,,,,
Voltage,V,,,,,,,,,
Current,uA,,,,,,,,,
Temperature,C,,,,,,,,,
,,,,,,,,,,
[Settings],,,,,,,,,,
Temp,25,,,,,,,,,
Step size,0.1,,,,,,,,,
,,,,,,,,,,
[Measurement data],,,,,,,,,,
Voltage step:,Dark current-r10.0,Dark current-r20.0,Dark current-r30.0,Dark current-r40.0,Dark current-r50.0,Dark current-r80.0,Dark current-r100.0,Dark current-r150.0,Dark current-r200.0,Dark current-r250.0
0,-2.072717,-0.367756,1.104199,0.4068133,-0.22928,-1.314213,0.7742783,1.400651,0.03166497,-1.467939
-0.1,-1.590408,1.915032,-0.2043671,-0.1569861,1.91445,0.8189236,1.533772,-1.651759,1.918466,1.375098
-0.2,-0.357104,-2.327375,0.3917376,-0.3718305,-0.08411007,-0.2488378,-0.9468058,0.7533235,0.6820192,-3.259571
-0.3,1.933891,-1.198554,-0.1780572,-1.14314,1.383829,1.166714,-2.242799,0.7723575,0.4030881,-3.584661
-0.4,-1.059612,-0.537606,0.4370813,2.021727,2.857298,-1.721084,-0.7724739,3.039546,0.5731708,-2.14827
-0.5,-1.534296,-0.07933704,0.1870212,0.9288196,-1.74006,-2.258632,0.6110058,-0.7487251,-1.050415,-2.6208
-0.6,0.44232,0.440923,2.001994,0.425789,0.6429618,0.218919,-0.03736932,-1.788081,1.007458,-3.956142
-0.7,0.3625755,-0.7211347,1.188717,-0.6547198,0.5367328,-0.4473841,-1.357519,-0.8458737,0.06653136,-0.6131595
-0.8,0.8991919,-0.8165371,-1.033652,-0.6638584,-2.553628,-0.7551862,-1.027016,1.095294,2.038607,-2.636341
-0.9,-1.221837,-1.245702,0.03137393,-1.5595,-0.9794603,-2.012181,-1.607055,0.7943017,2.433779,-1.904031
-1,-0.5697948,1.554203,2.206129,0.7127528,0.6440678,0.09546056,-2.148328,2.070039,0.07956987,-4.343048
-1.1,-1.260021,0.3271271,-0.09359792,-1.168577,-1.682842,-1.535984,-3.398687,-2.828718,-1.835695,-1.44518
-1.2,-0.220607,-1.859618,2.947811,1.729815,2.305082,-0.9203213,-0.9445939,-1.545646,-0.5002948,-2.984249
-1.3,2.112938,-1.227716,-1.029461,-1.212757,0.6412156,0.2330053,-3.800611,0.6080372,-0.2459856,-5.986309
-1.4,-0.2698507,0.1388835,0.3301539,-0.8242787,0.2484303,-1.737208,-3.524474,-2.596353,-0.8820789,-3.72855
-1.5,-1.187669,0.9264913,0.7896451,-1.39809,-1.61113,-0.7875497,-5.827809,0.5319598,1.237728,-4.824426
-1.6,-1.294189,-0.1704902,0.627595,-0.8782954,-0.9612995,-0.2043671,-2.601882,-1.281151,0.44232,-4.410569
-1.7,-0.8339412,-0.4177564,1.287612,-0.8014031,-0.8380157,-3.897876,-8.146337,-2.046989,-0.6941264,-6.009883
-1.8,-0.1298613,-1.771958,1.515204,0.05943002,-2.194662,-2.450717,-6.359245,-1.176319,-0.8763163,-3.931986
-1.9,1.037843,0.02363231,-0.4794565,-2.501125,-2.193672,-2.582965,-10.38628,0.2614106,-0.3258465,-4.947069
-2,-1.978187,-1.079112,0.1479639,-1.97452,-0.869215,-4.148576,-10.46585,-2.689485,-0.8493662,-7.536088
