[Metadata],,,,,,,,,,
Opcode,VQCOP-B004,,,,,,,,,
Test name,Dark current measurement,,,,,,,,,
Device ID,R1C6Q1,,,,,,,,,
Test start date,2025-02-16-16-25-37,,,,,,,,,
Test end date,-,,,,,,,,,
,,,,,,,,,,
Remarks,tested with keithley SMU lowest possible reading > 700 nano Amps,,,,,,,,,
,,,,,,,,,,
[Unit],,,,,,,,,,
Voltage,V,,,,,,,,,
Current,uA,,,,,,,,,
Temperature,C,,,,,,,,,
,,,,,,,,,,
[Settings],,,,,,,,,,
Temp,25,,,,,,,,,
Step size,0.1,,,,,,,,,
,,,,,,,,,,
[Measurement data],,,,,,,,,,
Voltage step:,Dark current-r10.0,Dark current-r20.0,Dark current-r30.0,Dark current-r40.0,Dark current-r50.0,Dark current-r80.0,Dark current-r100.0,Dark current-r150.0,Dark current-r200.0,Dark current-r250.0
0,1.098902,-1.255306,-1.784356,-0.2962188,-0.1735752,1.993089,0.8189236,-0.8846982,-1.481734,0.202097
-0.1,1.525739,0.4760805,0.5905749,0.1978478,-0.2862653,-1.699838,-0.9932555,0.5901675,-0.8986099,-3.259105
-0.2,-0.7756171,-1.392327,1.726905,-0.8033821,-0.6174669,-1.450535,0.3956957,-0.6638584,0.3842288,-3.255904
-0.3,-0.06181654,-2.163404,1.372653,-0.5813781,-0.4115864,-0.8426723,2.529239,-1.143955,-1.839013,-3.624882
-0.4,0.44232,0.4429021,1.953333,-0.05046604,-0.01222361,1.19803,0.7220078,0.4902249,-0.8666539,0.480446
-0.5,0.4340545,0.3740424,-0.2821907,0.225089,1.531909,-0.5607726,-1.318578,-1.445937,-1.815381,0.399421
-0.6,0.6310875,1.900829,0.1921435,1.431734,-0.3604218,2.196815,-1.576147,-0.2043671,-0.7731142,-2.225337
-0.7,-0.02211891,1.676905,2.34216,0.7179333,-1.653389,-1.953915,-0.5040201,0.305241,-0.7097842,-1.647626
-0.8,2.315617,-2.179993,-1.887733,-0.7177587,-0.5562324,0.1601293,-0.1403387,0.4444737,-2.480112,-4.126108
-0.9,-0.8942443,1.036387,0.4139147,-0.7876079,-1.036096,1.644774,-2.434768,-0.9958167,-1.96771,-5.112845
-1,-0.6111222,-0.872591,0.1085573,0.3463938,0.02596062,0.9649666,0.7574563,-1.08825,-1.366599,-3.195077
-1.1,-1.426262,-1.921493,-1.576147,0.5098991,-1.294422,-1.314795,0.5113543,0.1915032,-0.6036717,-3.574532
-1.2,0.01431908,-2.130866,0.4549511,1.383829,-0.7331255,-0.9650248,0.01938315,-2.074288,-1.734123,-1.581328
-1.3,-0.2432498,-1.467939,-1.39809,1.933891,2.130866,-0.1940643,-1.660199,-3.067718,-0.8314382,-2.674991
-1.4,-2.845714,2.527086,0.5901675,0.3941241,-1.597567,-2.0187,-1.710956,0.2417364,-3.07936,-5.096605
-1.5,1.495471,0.3408641,-1.642911,0.7675262,0.1681619,1.805194,-1.136912,-2.448913,-5.784037,-4.470465
-1.6,-1.496926,-1.467939,-1.091976,0.1301523,1.885288,-1.370732,-1.229695,0.9425567,-4.442583,-5.850801
-1.7,-1.390581,-1.388835,-0.9916257,-0.07316703,0.1649023,-0.7449999,-2.203393,-1.514331,-5.114765,-4.46965
-1.8,1.05513,-0.2627494,0.4598405,0.5731708,1.25356,-0.7074559,-3.476744,-1.323991,-2.607179,-8.108909
-1.9,0.6021583,-0.5653128,0.2984307,-0.8631032,-0.1338776,-1.396285,-1.153909,-2.546527,-4.2381,-5.695969
-2,0.8452917,0.4340545,1.950539,-1.523003,-1.262291,-0.4635658,-4.682224,-2.024637,-7.694354,-6.993883
