[Metadata]
Opcode,VQCOP-A003
Test name,Dark current measurement
Device ID,R1C4Q2
Test start date,2024-07-22-10-13-47
Test end date,-
Remarks
""
[Unit]
Voltage,V
Current,uA
Temperature,C
Colums
""
[Settings]
Temp,25
Step size,1.0
""
[Measurement data]
Voltage step:,Dark current-r80.0,Dark current-r100.0,Dark current-r150.0,Dark current-r200.0,Dark current-r250.0
0.0,-0.0026000000000000003,-0.004399999999999999,-0.050800000000000005,-0.0078000000000000005,-0.25060000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.0,-0.0046,-0.0016,-0.053,-0.0108,-0.2508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.0,-0.004399999999999999,-0.0024,-0.07680000000000001,-0.0316,-0.41819999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.0,-0.010799999999999999,-0.0024000000000000002,-0.1078,-0.061599999999999995,-0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.0,-0.005600000000000001,-0.0008,-0.14659999999999998,-0.1004,-0.7584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.0,-0.0108,-0.0034000000000000007,-0.19219999999999998,-0.14060000000000003,-0.9394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.0,-0.0274,-0.019,-0.24259999999999995,-0.21280000000000002,-1.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-7.0,-0.0458,-0.038799999999999994,-0.2991999999999999,-0.29800000000000004,-1.2854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.0,-0.0812,-0.08960000000000001,-0.36100000000000004,-0.44240000000000007,-1.4567999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.0,-0.13119999999999998,-0.14780000000000001,-0.4232,-0.6155999999999999,-1.6235999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-10.0,-0.18860000000000002,-0.28859999999999997,-0.49000000000000005,-0.9642000000000001,-1.7984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
