[Metadata],,,,,,,,,,
Opcode,VQCOP-B004,,,,,,,,,
Test name,Dark current measurement,,,,,,,,,
Device ID,R1C5Q2,,,,,,,,,
Test start date,2025-02-16-16-52-53,,,,,,,,,
Test end date,-,,,,,,,,,
,,,,,,,,,,
Remarks,tested with keithley SMU lowest possible reading > 700 nano Amps,,,,,,,,,
,,,,,,,,,,
[Unit],,,,,,,,,,
Voltage,V,,,,,,,,,
Current,uA,,,,,,,,,
Temperature,C,,,,,,,,,
,,,,,,,,,,
[Settings],,,,,,,,,,
Temp,25,,,,,,,,,
Step size,0.1,,,,,,,,,
,,,,,,,,,,
[Measurement data],,,,,,,,,,
Voltage step:,Dark current-r10.0,Dark current-r20.0,Dark current-r30.0,Dark current-r40.0,Dark current-r50.0,Dark current-r80.0,Dark current-r100.0,Dark current-r150.0,Dark current-r200.0,Dark current-r250.0
0,-0.1800363,0.7302151,1.562817,1.626089,1.62475,0.4030881,-0.1222943,-0.805012,-0.9876676,-0.9112409
-0.1,0.9863288,-1.365843,0.8756178,0.2330053,-1.885404,-1.153909,1.423643,0.04074536,-3.927737,-0.9151408
-0.2,1.302164,-0.7724739,-0.6363261,1.485168,1.508684,-1.482083,1.121254,-1.117995,-3.388966,-0.1071603
-0.3,-1.072418,-0.489119,-1.000997,0.09546056,-0.465312,-2.524292,0.1823064,1.00286,-4.328554,-1.266832
-0.4,-1.817301,-0.3646128,-0.926666,-1.288834,1.098902,-3.287918,0.3812602,-0.6036717,-6.721064,-1.442735
-0.5,0.1358567,-0.9475625,1.267414,-0.08248026,0.7758499,-1.547916,-1.163513,1.271488,-7.251045,-0.5680486
-0.6,-0.9468058,-1.282373,-0.5236943,-0.1374283,0.8452917,-0.6879563,-1.029461,-0.2530287,-9.32999,-1.909153
-0.7,1.499255,0.8580391,-1.08598,-0.8199131,-0.8441857,-0.7171766,0.3661262,0.2897577,-7.111055,-0.9036739
-0.8,1.153967,-1.411187,0.4307949,1.338602,0.3197347,-1.734123,0.262633,-1.626147,-9.725161,-3.344147
-0.9,1.485518,1.867593,0.4990143,0.2009328,1.506705,-4.139671,-1.093023,-0.5369075,-8.793199,-3.201771
-1,-1.342967,-1.286506,-0.7139752,-0.4543108,-0.4150206,-4.366913,-0.1411536,-2.318353,-15.1011,-0.6417395
-1.1,0.7943017,0.652275,-1.555192,-1.231907,-0.9576324,-4.053349,0.109314,-1.203327,-14.366,-3.716908
-1.2,2.176908,-0.4080939,-1.814566,0.3690948,-1.262524,-3.273541,1.00286,-0.07997733,-16.9577,-3.077555
-1.3,-1.22597,1.502456,0.5867914,-0.6741029,-1.051347,-2.791872,-0.1204899,-0.208558,-16.87225,-2.961489
-1.4,-0.06181654,-0.4746253,-1.662353,1.593726,1.409033,-6.513961,-0.1234002,-1.297798,-18.94182,-3.304973
-1.5,0.5278271,-2.310961,0.9897631,-1.014327,0.773347,-3.649096,2.191344,-0.3646128,-21.19871,-3.988389
-1.6,-0.5130423,0.389351,-1.127715,-1.439534,1.782726,-5.765876,-0.04528556,-0.8044881,-23.25454,-5.334441
-1.7,0.7433118,1.748384,-1.609675,0.4062313,-0.6761984,-8.225266,-1.638022,0.3404566,-25.30712,-2.865389
-1.8,-1.185748,-1.700246,1.218636,-0.2994202,-0.1827721,-5.849521,-1.044944,-2.677436,-27.72087,-2.437388
-1.9,-0.2249144,-0.2809102,0.09295763,-0.9859796,-0.9211944,-7.775147,0.08323696,-1.590408,-31.21444,-5.679787
-2,1.154316,2.419867,0.2566958,-1.393899,-0.6937189,-6.627408,-0.1071603,-0.5153706,-31.43662,-2.704968
