[Metadata],,,,,,,,,,
Opcode,VQCOP-B004,,,,,,,,,
Test name,Dark current measurement,,,,,,,,,
Device ID,R1C5Q0,,,,,,,,,
Test start date,2025-02-16-16-37-27,,,,,,,,,
Test end date,-,,,,,,,,,
,,,,,,,,,,
Remarks,tested with keithley SMU lowest possible reading > 700 nano Amps,,,,,,,,,
,,,,,,,,,,
[Unit],,,,,,,,,,
Voltage,V,,,,,,,,,
Current,uA,,,,,,,,,
Temperature,C,,,,,,,,,
,,,,,,,,,,
[Settings],,,,,,,,,,
Temp,25,,,,,,,,,
Step size,0.1,,,,,,,,,
,,,,,,,,,,
[Measurement data],,,,,,,,,,
Voltage step:,Dark current-r10.0,Dark current-r20.0,Dark current-r30.0,Dark current-r40.0,Dark current-r50.0,Dark current-r80.0,Dark current-r100.0,Dark current-r150.0,Dark current-r200.0,Dark current-r250.0
0,-1.18959,1.280743,1.852284,1.712877,-1.316774,1.466193,0.6027985,0.8206116,0.2433662,-0.9192154
-0.1,-0.2355664,-2.081564,-0.05046604,0.5315524,-0.5782349,-1.089997,-1.380686,1.253502,-3.168825,-0.8233474
-0.2,-0.5977345,-1.2854,-0.0607688,-0.04854519,0.7587369,1.223991,-0.07933704,0.998436,-0.2994202,-0.2388842
-0.3,-1.302047,0.3225286,1.885288,-0.1071603,-1.518929,0.7343479,-0.0151922,-1.694716,-0.7875497,-2.575514
-0.4,-1.207343,2.218701,1.93395,2.871733,-0.7102499,-0.3949972,-2.14827,-1.645414,1.089356,-2.658577
-0.5,-0.4959293,-1.503737,-0.2772431,1.948152,0.9619398,1.113978,1.091568,-2.405315,2.104032,-1.547043
-0.6,-0.6782357,2.498156,-0.729633,-1.033652,-2.003508,0.3614696,-1.723063,-1.619104,-0.7097842,-2.086395
-0.7,0.310305,0.2940651,-1.736858,-0.8748029,1.239881,-0.3282912,-0.8631032,-0.1780572,-0.9742216,-2.24961
-0.8,0.6752089,-0.1637964,-1.340348,1.124863,-1.120148,0.2669985,-1.39809,0.2006418,0.5342881,-0.2324814
-0.9,0.8394127,-1.051347,0.3593159,-0.001338776,0.9644427,-0.7736962,1.758337,-1.572596,-2.556539,0.06880146
-1,1.217704,1.105655,-0.7351628,-0.6947084,0.4264293,-0.2467423,-0.9422074,0.9845826,0.2471497,-2.847577
-1.1,-1.313223,1.000066,-1.370732,-0.8165371,-1.905253,0.2546585,-1.467939,-0.3792811,0.6985501,-1.619163
-1.2,-0.5520415,0.6597838,0.04400499,-1.599605,-0.5098409,-0.5414477,0.2220622,-1.683657,-2.110493,0.9813812
-1.3,0.02310844,1.240172,-0.2997695,-1.66893,0.6600167,-1.451757,-0.6839982,-0.6274786,-0.9713694,-2.327375
-1.4,-0.4401081,-2.287852,0.5731708,-0.6282935,-1.236622,-2.14827,1.215783,-1.771958,-1.532142,-3.527442
-1.5,1.629931,0.492204,0.413158,1.841167,-0.1663575,-0.03556488,0.5152542,-2.108281,-3.219931,-0.1071603
-1.6,-0.03160676,-1.850654,1.369801,-0.02555316,0.8567004,-1.651759,0.9619398,-1.96154,-3.453868,-0.3098394
-1.7,-0.2691522,-0.0516302,-1.269393,1.601002,-0.9236974,-2.528017,0.440923,0.2930174,-0.1663575,-0.5386537
-1.8,2.732617,-1.448498,-1.362117,-0.2926681,-0.6764312,0.02596062,0.3330642,-2.655725,-1.498847,-2.619345
-1.9,0.1580338,-2.606714,1.140172,-0.2347515,-1.334469,-1.360546,-0.1388253,-3.509049,-1.167704,-3.408291
-2,-0.9372598,-2.581219,0.394939,-0.3534951,-0.8771312,-0.7159542,-0.4236936,-2.842513,-3.613706,-1.167704
