[Metadata]
Opcode,VQCOP-B004
Test name,Dark current measurement
Device ID,R3C4Q4
Test Start Date,2025-03-13-09-52-04
Test End Date,-
Remarks,"tested with keithley SMU lowest possible reading > 700 nano Amps,SCRATCH MARKS"

[Unit]
Voltage,V
Current,uA
Temperature,C
Columns,"Bias voltage, Dark current-r[um], Temp"

[Settings]
Temp,25
Step size,0.2

[Measurement data]
Voltage step:,Dark current-r10.0,Dark current-r20.0,Dark current-r30.0,Dark current-r40.0,Dark current-r50.0,Dark current-r80.0,Dark current-r100.0,Dark current-r150.0,Dark current-r200.0,Dark current-r250.0
-0.0,1.0267249999999999,1.361826,1.402921,0.3200257,-1.730805,-0.7721245999999999,-1.245702,1.778069,0.8070492,-0.8846982
-0.2,0.2691522,0.2546585,1.667766,0.5399925,0.6981427,-0.1210137,-2.214685,0.4597823,-0.3273017,-1.258624
-0.4,-2.375047,1.465203,1.0316729999999998,-2.4259790000000003,-0.051630199999999994,-2.326502,-0.5931943,2.4612529999999997,-1.725333,-0.3623427
-0.6,0.5873735,1.1984380000000001,-0.3642053,-0.9151408,2.452289,0.1129811,-1.230568,1.622131,-2.8287180000000003,-0.6887713000000001
-0.8,0.9416835,1.89268,-1.322187,2.08331,-1.4679389999999999,0.8674105999999999,-1.3426179999999999,1.3609529999999999,-5.253591,-0.95414
-1.0,-0.5508773,-1.436274,0.6072223,-1.788081,-0.6174669,-0.7535564,-0.3287569,-0.5305628,-5.616515,-2.629182
-1.2,0.652275,-0.3591995,-0.233762,-1.567474,0.7302151,-0.7351628,-1.4679389999999999,-0.8555944,-8.899602000000002,-0.33952530000000003
-1.4,-1.440698,-1.086271,-1.2574020000000001,2.274115,1.9164290000000002,-1.992797,-1.817883,-0.6792834,-8.826726,-3.52558
-1.6,1.622131,2.257118,0.02596062,-0.6174669,2.247922,-0.9639770999999999,-1.868117,2.266548,-11.80958,-2.349319
-1.8,-0.382599,0.440923,0.4541944,1.6896520000000002,2.052984,0.4668836,0.2930174,-0.176602,-13.20435,-2.799032
-2.0,0.5890033,0.5601323,-0.4133326,1.079054,-0.6968039,1.253502,-2.427434,-0.1071603,-15.339990000000002,-5.001086
-2.2,-0.013737010000000001,-1.908164,0.8522766,-0.31420499999999996,-0.3206078,1.1998929999999999,-1.600652,0.01880107,-13.448360000000001,-4.308764
-2.4,1.022709,1.221895,-1.60106,0.10442449999999999,-1.049251,-1.521665,-3.9678999999999998,0.4597823,-19.68862,-6.097369
-2.6,-0.8136849,0.3637979,-0.1338776,0.5083856999999999,-0.6904011,-1.6493719999999998,-5.414127,1.168519,-24.63983,-7.787836
-2.8,-0.9891810000000001,-0.07817289000000001,-0.9111827,0.1196167,-2.131739,-3.460445,-6.910937,2.19408,-28.0356,-5.642942
-3.0,1.9505389999999998,-3.055495,-1.573528,0.6909249000000001,-0.1752051,-0.1255539,-3.627327,-0.09208452,-28.4905,-8.798903
-3.2,-0.1616427,-2.044777,-1.7325510000000002,0.1459848,-0.9292271,-4.015921,-7.866358,-0.9841169,-37.66373,-9.373878
-3.4,-0.9292271,-2.0148580000000003,-1.777138,0.241329,-2.077431,-5.233742,-6.7871879999999996,-0.8757925000000001,1.8802240000000001,-9.218173
-3.6,-0.970671,-3.39566,-1.822249,-0.8763163,-4.2069,-5.616515,-12.20271,1.052511,1.104723,-12.18892
-3.8,0.10442449999999999,0.7359195000000001,-4.8174410000000005,-1.199427,-5.593640000000001,-8.202216,-13.763259999999999,0.8861534,0.3976165,-12.06808
-4.0,-0.6692135,-2.252869,-4.189380000000001,-2.813875,-5.758426,-9.126088,-15.822470000000001,1.102395,1.725624,-15.302150000000001
-4.2,2.088607,-1.631211,-5.629263,-4.826405,-4.9570229999999995,-12.179839999999999,-18.06242,0.46432249999999997,0.0002328306,-13.32146
-4.4,0.3661262,-4.985661,-6.813731000000001,-7.2025,-8.305651,-16.47999,-22.798830000000002,-0.7875496999999999,-2.002518,-19.323549999999997
-4.6,-0.3210152,-3.1135279999999996,-6.748189,-7.803901,-11.71988,-22.18311,-28.5912,0.2330053,-1.24966,-19.06039
-4.8,0.5023321000000001,-3.509049,-8.307456,-9.646232,-14.581719999999999,-23.99302,-32.61567,2.338493,-1.6947160000000001,-23.09587
-5.0,1.8615389999999998,-5.334441,-11.465160000000001,-12.53135,-18.43279,-30.516759999999998,-44.01727,0.255648,-154.9862,-26.27185
-5.2,-0.2511078,-7.955183,-14.2713,-14.64359,-20.43822,-38.37456,-52.349000000000004,-0.7636845,-0.4997128,-30.672819999999998
-5.4,-1.0504149999999999,-9.707932,-14.59767,-18.17953,-25.8857,-45.31257,-61.177879999999995,0.9416835,-209.208,-33.46012
-5.6,0.1321896,-13.005859999999998,-21.35179,-22.94109,-32.68145,1.543027,-73.13854,1.1582739999999998,-243.0737,-38.29095
-5.8,-1.171371,-13.14009,-22.105809999999998,-27.82425,-38.62669,-0.9713694,-85.30822,0.046857170000000004,-281.8704,-43.08828
-6.0,-0.4888279,-15.294120000000001,-28.61983,-29.07158,-48.564750000000004,-35.30504,-100.913,1.627137,-323.54900000000004,-48.77747
-6.2,-0.9125215,-20.627219999999998,-32.43689,-36.919689999999996,-57.27145,-27.90109,-120.3503,-0.5782349,-370.97589999999997,-54.26476
-6.4,0.8979113999999999,-23.37008,-39.242149999999995,-44.37129,-66.39271000000001,-45.99444,-138.26600000000002,1.006178,-421.068,-59.58899
-6.6,-0.6922636999999999,-28.67129,-44.470420000000004,-51.97464,-77.45784,-122.0637,-162.66840000000002,-1.080974,-479.9633,-66.92595
-6.8,-1.386332,-33.428340000000006,-52.54327,-58.87836,-87.59671,-148.56040000000002,-182.5165,-1.6070550000000001,,-73.94917000000001
-7.0,-0.9742215999999999,-35.97251,-55.58119,-70.05228000000001,-102.60379999999999,-163.91840000000002,-208.1995,-0.4797475,,-83.0089
-7.2,-1.454842,-42.5028,-64.04592,-78.23214,-114.5024,-182.36970000000002,-232.5349,-2.009154,,-90.46629
-7.4,-0.9916257,-42.97061,-71.71625999999999,-86.7745,-128.0943,0.08934876,-256.348,-0.800821,,-103.45270000000001
-7.6,1.000823,-46.83799,-77.26683,-91.30937,-138.471,-222.5886,-275.736,1.673354,,-120.3554
-7.8,1.132605,-50.43988,-82.02103,-98.50186000000001,-148.2216,-239.2794,-293.5073,0.7825438,,-126.67209999999999
-8.0,-0.5207257,-53.36324,-85.79908,-100.2837,-152.6294,-246.5562,-308.6896,0.6361515,,-137.66590000000002
-8.2,0.651693,-57.27352,-87.87506,-105.6036,-158.75740000000002,-240.2134,-320.80949999999996,1.364329,,-151.3764
-8.4,1.7746929999999999,-60.83032,-94.73113,-109.45259999999999,-168.8751,-271.04339999999996,-336.8291,0.047497450000000004,,-162.58630000000002
-8.6,0.20687,-64.2839,-97.70266,-116.0122,-175.6158,-238.6354,-352.1487,-0.13672979999999998,,-216.1613
